DEBUG: General     , 1659407308686> LoggerManager.init                  > Initializing...
LOG  : General     , 1659407520203> 0> game loading took 25 seconds
LOG  : General     , 1659407528245> 0> STATE: exit zombie.gameStates.GameLoadingState
LOG  : Multiplayer , 1659407528248> 0> [MPStatistics] mem usage notification threshold=3,060,164,096
LOG  : General     , 1659407528280> 0> [ISSearchManager] created UI for player 0
LOG  : General     , 1659407528284> 0> [ISSearchWindow] created UI for player 0
LOG  : General     , 1659407528285> 0> 1 players found
LOG  : General     , 1659407528285> 0> player 0 is mouse
LOG  : General     , 1659407528285> 0> PLAYER DATA OFFSET 0
LOG  : General     , 1659407528285> 0> 320
LOG  : General     , 1659407528285> 0> 0
LOG  : General     , 1659407528285> 0> 640
LOG  : General     , 1659407528285> 0> 360
LOG  : General     , 1659407528844> 0> reading C:\Users\aaron\Zomboid\Saves\Multiplayer\servertest1_player\InGameMap.ini
LOG  : General     , 1659407528848> 0> STATE: enter zombie.gameStates.IngameState
LOG  : General     , 1659407529925> 0> Updated MoonPhase = Waning gibbous, float = 0.75, int = 5
LOG  : General     , 1659407529925> 0> EHE: Disabling vanilla helicopter. Adding items to WorldItemRemovalList.
LOG  : General     , 1659407529927> 0> Init ISContextManager
LOG  : General     , 1659407529962> 0> ModOptions: Loading ini data...
LOG  : General     , 1659407529966> 0> Number of choice is 	1
LOG  : General     , 1659407529967> 0> EHE: Disabling vanilla helicopter. Adding items to WorldItemRemovalList.
LOG  : General     , 1659407530001> 0> Waiting for player-connect response from server
LOG  : Network     , 1659407530014> 0> Processing delayed packets...
LOG  : General     , 1659407530373> 0> LuaNet: Loading...
WARN : General     , 1659407530399> 0> GameClient.receivePlayerConnect> ReceivePlayerConnect: guid=499899566525879329 mtu=1200 session active="true" connecting="false" relay="false" error="0" bytes="0" packets="0" ip="192.168.1.115" port="63744"
LOG  : General     , 1659407530447> 0> 1659407530447 znet: UpdateRichPresenceConnectionInfo
LOG  : General     , 1659407530448> 0> 1659407530448 znet: UpdateRichPresenceConnectionInfo: status=In game, connect=+connect 90161935417026564:0
LOG  : General     , 1659407532725> 0> 1659407532725 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659407532725> 0> SERVER: get-parameter[1000001]@108.168.100.208
LOG  : General     , 1659407532725> 0> SERVER: get-parameter[1000002]@90161935417026564
LOG  : General     , 1659407532914> 0> FirstNAME:Raven
DEBUG: Vehicle     , 1659407533465> 0> CarController.<init>                > Vehicle vid=255 type=Base.CarNormal has been added at (12729.561523;5056.876953;0.268876) auth=vid:Base.CarNormal(255) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659407533856> 0> CarController.<init>                > Vehicle vid=254 type=Base.PickUpVanLightsPolice has been added at (12729.689453;5061.066406;0.313117) auth=vid:Base.PickUpVanLightsPolice(254) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659407533889> 0> CarController.<init>                > Vehicle vid=253 type=Base.SUV has been added at (12736.046875;5063.280273;0.317296) auth=vid:Base.SUV(253) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659407533892> 0> CarController.<init>                > Vehicle vid=252 type=Base.Van_LectroMax has been added at (12730.043945;5068.557617;0.265156) auth=vid:Base.Van_LectroMax(252) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659407533896> 0> CarController.<init>                > Vehicle vid=251 type=Base.Trailer has been added at (12731.610352;5064.078613;0.163325) auth=vid:Base.Trailer(251) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659407533899> 0> CarController.<init>                > Vehicle vid=250 type=Base.Trailer has been added at (12739.652344;5063.435547;0.164805) auth=vid:Base.Trailer(250) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659407533902> 0> CarController.<init>                > Vehicle vid=249 type=Base.OffRoad has been added at (12736.060547;5071.770996;0.219313) auth=vid:Base.OffRoad(249) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659407533906> 0> CarController.<init>                > Vehicle vid=248 type=Base.CarSmallSmashedFront has been added at (12790.182617;5132.520508;0.283010) auth=vid:Base.CarSmallSmashedFront(248) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659407534486> 0> CarController.<init>                > Vehicle vid=246 type=Base.CarNormal has been added at (12729.500000;4971.500000;0.333060) auth=vid:Base.CarNormal(246) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659407534561> 0> CarController.<init>                > Vehicle vid=243 type=Base.CarNormalSmashedRight has been added at (12800.009766;5022.037598;0.268806) auth=vid:Base.CarNormalSmashedRight(243) pid:(-1) auth=Server static=false active=false
DEBUG: Multiplayer , 1659407554094> 8,084,545> ItemTransactionManager.receiveOnClient> 2 [ 756008728 : -1 => -1 ]
LOG  : General     , 1659407554543> 8,084,995> 1659407554543 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659407558326> 8,088,778> 1659407558326 znet: ZNetFriends::OnPersonaStateChange
DEBUG: Vehicle     , 1659407560578> 8,091,029> CarController.<init>                > Vehicle vid=247 type=Base.SmallCar02 has been added at (12729.500000;4968.000488;0.283010) auth=vid:Base.SmallCar02(247) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659407560678> 8,091,129> CarController.<init>                > Vehicle vid=245 type=Base.SmallCar02 has been added at (12776.000977;4963.500000;0.283010) auth=vid:Base.SmallCar02(245) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659407560679> 8,091,131> CarController.<init>                > Vehicle vid=244 type=Base.SmallCar has been added at (12772.500000;4963.500000;0.222950) auth=vid:Base.SmallCar(244) pid:(-1) auth=Server static=false active=false
DEBUG: Multiplayer , 1659407570493> 8,100,945> ItemTransactionManager.receiveOnClient> 2 [ 1514527202 : -1 => -1 ]
DEBUG: Multiplayer , 1659407570909> 8,101,361> ItemTransactionManager.receiveOnClient> 2 [ 831902981 : -1 => -1 ]
DEBUG: Multiplayer , 1659407572643> 8,103,095> ItemTransactionManager.receiveOnClient> 2 [ 1514527202 : -1 => -1 ]
DEBUG: Multiplayer , 1659407574626> 8,105,078> ItemTransactionManager.receiveOnClient> 2 [ 1514527202 : -1 => -1 ]
LOG  : General     , 1659407613174> 8,143,628> 1659407613174 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659407624891> 8,155,345> 1659407624891 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659407654341> 8,184,796> Zombie: removing stale zombie 5000 id=20053
LOG  : General     , 1659407681623> 8,212,079> Zombie: removing stale zombie 5000 id=20052
LOG  : General     , 1659407681740> 8,212,196> Zombie: removing stale zombie 5000 id=19675
LOG  : General     , 1659407705905> 8,236,362> Zombie: removing stale zombie 5000 id=19744
LOG  : General     , 1659407731835> 8,262,294> 1659407731835 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659407819082> 8,349,544> 1659407819082 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659407862182> 8,392,646> Zombie: removing stale zombie 5000 id=19722
LOG  : General     , 1659407866148> 8,396,612> Zombie: removing stale zombie 5000 id=19720
LOG  : General     , 1659407886579> 8,417,044> 1659407886579 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659407888379> 8,418,844> 1659407888379 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659407900879> 8,431,344> 1659407900879 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659407907728> 8,438,194> 1659407907728 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659407907778> 8,438,244> 1659407907778 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659407918078> 8,448,544> 1659407918078 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659407926396> 8,456,862> Zombie: removing stale zombie 5000 id=19718
LOG  : General     , 1659407946611> 8,477,079> Zombie: removing stale zombie 5000 id=19641
LOG  : General     , 1659407950662> 8,481,129> Zombie: removing stale zombie 5000 id=19676
LOG  : General     , 1659407954579> 8,485,046> Zombie: removing stale zombie 5000 id=19724
LOG  : General     , 1659407954761> 8,485,228> Zombie: removing stale zombie 5000 id=19719
DEBUG: Multiplayer , 1659407956893> 8,487,361> ItemTransactionManager.receiveOnClient> 2 [ 1514527202 : -1 => -1 ]
DEBUG: Multiplayer , 1659407957313> 8,487,781> ItemTransactionManager.receiveOnClient> 2 [ 831902981 : -1 => -1 ]
DEBUG: Multiplayer , 1659407959726> 8,490,194> ItemTransactionManager.receiveOnClient> 2 [ 1420242394 : -1 => -1 ]
LOG  : General     , 1659407997308> 8,527,777> Warning, root node parent is always null.
LOG  : General     , 1659407997309> 8,527,778>  - EHE: IsoPlayers adding:Eric Harris
LOG  : General     , 1659407997891> 8,528,361> 1659407997891 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659408010124> 8,540,594> 1659408010124 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659408015824> 8,546,294> 1659408015824 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659408015924> 8,546,394> 1659408015924 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659408030223> 8,560,694> 1659408030223 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659408030573> 8,561,044> 1659408030573 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659408034223> 8,564,694> 1659408034223 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659408039273> 8,569,744> 1659408039273 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659408041273> 8,571,744> 1659408041273 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659408044322> 8,574,794> 1659408044322 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659408060773> 8,591,244> writing C:\Users\aaron\Zomboid\Saves\Multiplayer\servertest1_player\InGameMap.ini
DEBUG: Vehicle     , 1659408074326> 8,604,798> CarController.<init>                > Vehicle vid=246 type=Base.CarNormal has been added at (12729.500000;4971.500000;0.333060) auth=vid:Base.CarNormal(246) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659408076306> 8,606,779> CarController.<init>                > Vehicle vid=246 type=Base.CarNormal has been added at (12729.500000;4971.500000;0.333060) auth=vid:Base.CarNormal(246) pid:(-1) auth=Server static=false active=false
LOG  : General     , 1659408081606> 8,612,079> bugged action, cleared queue 	ISOpenVehicleDoor
LOG  : General     , 1659408103522> 8,633,996> bugged action, cleared queue 	ISOpenVehicleDoor
DEBUG: Vehicle     , 1659408106705> 8,637,178> CarController.<init>                > Vehicle vid=246 type=Base.CarNormal has been added at (12729.500000;4971.500000;0.333060) auth=vid:Base.CarNormal(246) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659408110204> 8,640,678> CarController.<init>                > Vehicle vid=247 type=Base.SmallCar02 has been added at (12729.500000;4968.000488;0.283010) auth=vid:Base.SmallCar02(247) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659408110254> 8,640,728> CarController.<init>                > Vehicle vid=245 type=Base.SmallCar02 has been added at (12776.000977;4963.500000;0.283010) auth=vid:Base.SmallCar02(245) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659408110255> 8,640,729> CarController.<init>                > Vehicle vid=244 type=Base.SmallCar has been added at (12772.500000;4963.500000;0.222950) auth=vid:Base.SmallCar(244) pid:(-1) auth=Server static=false active=false
WARN : Vehicle     , 1659408116536> 8,647,010> VehicleManager.clientPacket> Vehicle vid=217 not found
LOG  : General     , 1659408119486> 8,649,960> 1659408119486 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659408120488> 8,650,963> bugged action, cleared queue 	ISOpenVehicleDoor
LOG  : General     , 1659408125519> 8,655,994> 1659408125519 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659408130137> 8,660,612> bugged action, cleared queue 	ISOpenVehicleDoor
LOG  : General     , 1659408139304> 8,669,779> bugged action, cleared queue 	ISOpenVehicleDoor
WARN : Vehicle     , 1659408164817> 8,695,294> VehicleManager.clientPacket> Vehicle vid=217 not found
WARN : Vehicle     , 1659408183867> 8,714,344> VehicleManager.clientPacket> Vehicle vid=216 not found
LOG  : General     , 1659408186883> 8,717,360> 1659408186883 znet: ZNetFriends::OnPersonaStateChange
DEBUG: Vehicle     , 1659408191201> 8,721,678> CarController.<init>                > Vehicle vid=246 type=Base.CarNormal has been added at (12729.500000;4971.500000;0.333060) auth=vid:Base.CarNormal(246) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659408194469> 8,724,946> CarController.<init>                > Vehicle vid=247 type=Base.SmallCar02 has been added at (12729.500000;4968.000488;0.283010) auth=vid:Base.SmallCar02(247) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659408194551> 8,725,028> CarController.<init>                > Vehicle vid=245 type=Base.SmallCar02 has been added at (12776.000977;4963.500000;0.283010) auth=vid:Base.SmallCar02(245) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659408194552> 8,725,029> CarController.<init>                > Vehicle vid=244 type=Base.SmallCar has been added at (12772.500000;4963.500000;0.222950) auth=vid:Base.SmallCar(244) pid:(-1) auth=Server static=false active=false
DEBUG: Multiplayer , 1659408196849> 8,727,327> ItemTransactionManager.receiveOnClient> 2 [ 1420242394 : -1 => -1 ]
WARN : Vehicle     , 1659408206349> 8,736,827> VehicleManager.clientPacket> Vehicle vid=216 not found
DEBUG: Vehicle     , 1659408211500> 8,741,978> CarController.<init>                > Vehicle vid=246 type=Base.CarNormal has been added at (12729.500000;4971.500000;0.333060) auth=vid:Base.CarNormal(246) pid:(-1) auth=Server static=false active=false
WARN : Vehicle     , 1659408225049> 8,755,527> VehicleManager.clientPacket> Vehicle vid=215 not found
LOG  : General     , 1659408226183> 8,756,661> bugged action, cleared queue 	ISOpenVehicleDoor
WARN : Vehicle     , 1659408229031> 8,759,510> VehicleManager.clientPacket> Vehicle vid=215 not found
DEBUG: Multiplayer , 1659408257880> 8,788,360> ItemTransactionManager.receiveOnClient> 2 [ 1350887043 : -1 => -1 ]
WARN : Vehicle     , 1659408267280> 8,797,760> VehicleManager.clientPacket> Vehicle vid=215 not found
LOG  : General     , 1659408279831> 8,810,312> bugged action, cleared queue 	ISOpenVehicleDoor
DEBUG: Vehicle     , 1659408289296> 8,819,778> CarController.<init>                > Vehicle vid=246 type=Base.CarNormal has been added at (12729.500000;4971.500000;0.333060) auth=vid:Base.CarNormal(246) pid:(-1) auth=Server static=false active=false
WARN : Vehicle     , 1659408290195> 8,820,677> VehicleManager.clientPacket> Vehicle vid=237 not found
LOG  : General     , 1659408301447> 8,831,929> Zombie: removing stale zombie 5000 id=19862
LOG  : General     , 1659408309432> 8,839,914> Base Hunger60.00100238418579
LOG  : General     , 1659408309433> 8,839,915> Hunger Change60.00100238418579
LOG  : General     , 1659408309433> 8,839,915> true
LOG  : General     , 1659408309433> 8,839,915> true
LOG  : General     , 1659408309433> 8,839,915> true
LOG  : General     , 1659408309433> 8,839,915> true
LOG  : General     , 1659408312745> 8,843,227> STOP
LOG  : General     , 1659408312746> 8,843,228> -0.6000000238418579
LOG  : General     , 1659408312746> 8,843,228> -0.6000000238418579
LOG  : General     , 1659408314630> 8,845,112> Base Hunger60.00100238418579
LOG  : General     , 1659408314630> 8,845,112> Hunger Change49.96652169322967
LOG  : General     , 1659408314630> 8,845,112> true
LOG  : General     , 1659408314630> 8,845,112> true
LOG  : General     , 1659408314631> 8,845,113> true
LOG  : General     , 1659408314631> 8,845,113> true
LOG  : General     , 1659408316444> 8,846,927> 1659408316444 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659408325194> 8,855,677> 1659408325194 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659408325277> 8,855,760> 1659408325277 znet: ZNetFriends::OnPersonaStateChange
DEBUG: Multiplayer , 1659408325394> 8,855,877> ItemTransactionManager.receiveOnClient> 2 [ 1048858673 : -1 => 1350887043 ]
LOG  : General     , 1659408338177> 8,868,660> 1659408338177 znet: ZNetFriends::OnPersonaStateChange
DEBUG: Vehicle     , 1659408338811> 8,869,294> CarController.<init>                > Vehicle vid=246 type=Base.CarNormal has been added at (12729.500000;4971.500000;0.333060) auth=vid:Base.CarNormal(246) pid:(-1) auth=Server static=false active=false
LOG  : General     , 1659408341177> 8,871,660> 1659408341177 znet: ZNetFriends::OnPersonaStateChange
DEBUG: Vehicle     , 1659408341578> 8,872,061> CarController.<init>                > Vehicle vid=246 type=Base.CarNormal has been added at (12729.500000;4971.500000;0.333060) auth=vid:Base.CarNormal(246) pid:(-1) auth=Server static=false active=false
DEBUG: Multiplayer , 1659408349277> 8,879,760> ItemTransactionManager.receiveOnClient> 2 [ 620269818 : -1 => 1350887043 ]
DEBUG: Multiplayer , 1659408350043> 8,880,527> ItemTransactionManager.receiveOnClient> 2 [ 1721380714 : -1 => 1350887043 ]
DEBUG: Multiplayer , 1659408350811> 8,881,294> ItemTransactionManager.receiveOnClient> 2 [ 1796149100 : -1 => 1350887043 ]
DEBUG: Multiplayer , 1659408353676> 8,884,160> ItemTransactionManager.receiveOnClient> 2 [ 373803109 : -1 => 1350887043 ]
DEBUG: Multiplayer , 1659408354442> 8,884,927> ItemTransactionManager.receiveOnClient> 2 [ 2088300036 : -1 => 1350887043 ]
DEBUG: Vehicle     , 1659408356394> 8,886,878> CarController.<init>                > Vehicle vid=246 type=Base.CarNormal has been added at (12729.500000;4971.500000;0.333060) auth=vid:Base.CarNormal(246) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659408363077> 8,893,562> CarController.<init>                > Vehicle vid=246 type=Base.CarNormal has been added at (12729.500000;4971.500000;0.333060) auth=vid:Base.CarNormal(246) pid:(-1) auth=Server static=false active=false
LOG  : General     , 1659408370744> 8,901,228> bugged action, cleared queue 	ISOpenVehicleDoor
DEBUG: Multiplayer , 1659408382792> 8,913,277> ItemTransactionManager.receiveOnClient> 2 [ 1679890494 : -1 => 813238156 ]
LOG  : General     , 1659408406692> 8,937,179> bugged action, cleared queue 	ISOpenVehicleDoor
LOG  : General     , 1659408420023> 8,950,510> 1659408420023 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659408420090> 8,950,577> 1659408420090 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659408420090> 8,950,577> 1659408420090 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659408420190> 8,950,677> 1659408420190 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659408420190> 8,950,677> 1659408420190 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659408420723> 8,951,210> 1659408420723 znet: ZNetFriends::OnPersonaStateChange
DEBUG: Vehicle     , 1659408431907> 8,962,395> CarController.<init>                > Vehicle vid=247 type=Base.SmallCar02 has been added at (12729.500000;4968.000488;0.283010) auth=vid:Base.SmallCar02(247) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659408431973> 8,962,461> CarController.<init>                > Vehicle vid=245 type=Base.SmallCar02 has been added at (12776.000977;4963.500000;0.283010) auth=vid:Base.SmallCar02(245) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659408431975> 8,962,462> CarController.<init>                > Vehicle vid=244 type=Base.SmallCar has been added at (12772.500000;4963.500000;0.222950) auth=vid:Base.SmallCar(244) pid:(-1) auth=Server static=false active=false
LOG  : General     , 1659408438543> 8,969,030> bugged action, cleared queue 	ISOpenVehicleDoor
LOG  : General     , 1659408456574> 8,987,062> bugged action, cleared queue 	ISOpenVehicleDoor
DEBUG: Vehicle     , 1659408465890> 8,996,378> CarController.<init>                > Vehicle vid=247 type=Base.SmallCar02 has been added at (12729.500000;4968.000488;0.283010) auth=vid:Base.SmallCar02(247) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659408465957> 8,996,445> CarController.<init>                > Vehicle vid=245 type=Base.SmallCar02 has been added at (12776.000977;4963.500000;0.283010) auth=vid:Base.SmallCar02(245) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659408465958> 8,996,446> CarController.<init>                > Vehicle vid=244 type=Base.SmallCar has been added at (12772.500000;4963.500000;0.222950) auth=vid:Base.SmallCar(244) pid:(-1) auth=Server static=false active=false
LOG  : General     , 1659408477892> 9,008,379> bugged action, cleared queue 	ISOpenVehicleDoor
DEBUG: Multiplayer , 1659408503439> 9,033,927> ItemTransactionManager.receiveOnClient> 2 [ 1350887043 : -1 => -1 ]
DEBUG: Multiplayer , 1659408523638> 9,054,127> ItemTransactionManager.receiveOnClient> 2 [ 1998021809 : -1 => -1 ]
DEBUG: Multiplayer , 1659408524855> 9,055,344> ItemTransactionManager.receiveOnClient> 2 [ 1328369050 : -1 => -1 ]
DEBUG: Multiplayer , 1659408527505> 9,057,994> ItemTransactionManager.receiveOnClient> 2 [ 1573036374 : -1 => -1 ]
DEBUG: Multiplayer , 1659408527505> 9,057,994> ItemTransactionManager.receiveOnClient> 2 [ 838894908 : -1 => -1 ]
DEBUG: Multiplayer , 1659408527522> 9,058,011> ItemTransactionManager.receiveOnClient> 2 [ 1602890306 : -1 => -1 ]
DEBUG: Multiplayer , 1659408527538> 9,058,027> ItemTransactionManager.receiveOnClient> 2 [ 1639993666 : -1 => -1 ]
DEBUG: Multiplayer , 1659408538304> 9,068,794> ItemTransactionManager.receiveOnClient> 2 [ 1610254876 : -1 => -1 ]
DEBUG: Multiplayer , 1659408548087> 9,078,577> ItemTransactionManager.receiveOnClient> 2 [ 1945303069 : -1 => 813238156 ]
DEBUG: Vehicle     , 1659408561471> 9,091,961> CarController.<init>                > Vehicle vid=246 type=Base.CarNormal has been added at (12729.500000;4971.500000;0.333060) auth=vid:Base.CarNormal(246) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659408577971> 9,108,461> CarController.<init>                > Vehicle vid=246 type=Base.CarNormal has been added at (12729.500000;4971.500000;0.333060) auth=vid:Base.CarNormal(246) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659408581604> 9,112,095> CarController.<init>                > Vehicle vid=247 type=Base.SmallCar02 has been added at (12729.500000;4968.000488;0.283010) auth=vid:Base.SmallCar02(247) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659408581654> 9,112,144> CarController.<init>                > Vehicle vid=245 type=Base.SmallCar02 has been added at (12776.000977;4963.500000;0.283010) auth=vid:Base.SmallCar02(245) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659408581655> 9,112,146> CarController.<init>                > Vehicle vid=244 type=Base.SmallCar has been added at (12772.500000;4963.500000;0.222950) auth=vid:Base.SmallCar(244) pid:(-1) auth=Server static=false active=false
DEBUG: Multiplayer , 1659408587987> 9,118,477> ItemTransactionManager.receiveOnClient> 2 [ 1769583297 : -1 => -1 ]
DEBUG: Multiplayer , 1659408588405> 9,118,895> ItemTransactionManager.receiveOnClient> 2 [ 537609197 : -1 => -1 ]
DEBUG: Multiplayer , 1659408588820> 9,119,310> ItemTransactionManager.receiveOnClient> 2 [ 2096546058 : -1 => -1 ]
DEBUG: Multiplayer , 1659408589238> 9,119,729> ItemTransactionManager.receiveOnClient> 2 [ 1245143343 : -1 => -1 ]
LOG  : General     , 1659408701587> 9,232,079> Zombie: removing stale zombie 5000 id=20192
LOG  : General     , 1659408715484> 9,245,977> 1659408715484 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659408734159> 9,264,652> FirstNAME:Raven
DEBUG: Vehicle     , 1659408734168> 9,264,661> CarController.<init>                > Vehicle vid=237 type=Base.ModernCar02 has been added at (12680.172852;4958.999512;0.270749) auth=vid:Base.ModernCar02(237) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659408734318> 9,264,811> CarController.<init>                > Vehicle vid=237 type=Base.ModernCar02 has been added at (12680.000977;4960.999512;0.270984) auth=vid:Base.ModernCar02(237) pid:(-1) auth=Server static=false active=false
WARN : General     , 1659408741502> 9,271,995> IsoGameCharacter.doDeferredMovement> WalkTowardState but path2 != null
WARN : General     , 1659408745737> 9,276,229> IsoGameCharacter.doDeferredMovement> WalkTowardState but path2 != null
LOG  : General     , 1659408746234> 9,276,727> 1659408746234 znet: ZNetFriends::OnPersonaStateChange
WARN : General     , 1659408746253> 9,276,745> IsoGameCharacter.doDeferredMovement> WalkTowardState but path2 != null
LOG  : General     , 1659408791633> 9,322,127> 1659408791633 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659408798268> 9,328,762> bugged action, cleared queue 	ISOpenVehicleDoor
LOG  : General     , 1659408801583> 9,332,077> 1659408801583 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659408819433> 9,349,927> 1659408819432 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659408837299> 9,367,793> 1659408837299 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659408871983> 9,402,478> Updated MoonPhase = Waning gibbous, float = 0.75, int = 5
LOG  : General     , 1659408895249> 9,425,745> Zombie: removing stale zombie 5000 id=19972
LOG  : General     , 1659408904032> 9,434,528> Zombie: removing stale zombie 5000 id=20192
LOG  : General     , 1659408911899> 9,442,395> Zombie: removing stale zombie 5000 id=19776
LOG  : General     , 1659408911949> 9,442,445> Zombie: removing stale zombie 5000 id=20045
LOG  : General     , 1659408912816> 9,443,312> Zombie: removing stale zombie 5000 id=19827
LOG  : General     , 1659408913115> 9,443,611> Zombie: removing stale zombie 5000 id=19826
DEBUG: Vehicle     , 1659408919099> 9,449,594> CarController.<init>                > Vehicle vid=246 type=Base.CarNormal has been added at (12729.500000;4971.500000;0.333060) auth=vid:Base.CarNormal(246) pid:(-1) auth=Server static=false active=false
LOG  : General     , 1659408958347> 9,488,843> 1659408958347 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659408961630> 9,492,126> 1659408961630 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659409000795> 9,531,293> 1659409000795 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659409000862> 9,531,360> 1659409000862 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659409003045> 9,533,543> 1659409003045 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659409003046> 9,533,544> 1659409003046 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659409007348> 9,537,845> Zombie: removing stale zombie 5000 id=20187
LOG  : General     , 1659409007848> 9,538,345> Zombie: removing stale zombie 5000 id=20044
LOG  : General     , 1659409017131> 9,547,629> Zombie: removing stale zombie 5000 id=19969
LOG  : General     , 1659409017214> 9,547,711> Zombie: removing stale zombie 5000 id=19827
LOG  : General     , 1659409019096> 9,549,594> Zombie: removing stale zombie 5000 id=19826
LOG  : General     , 1659409021164> 9,551,661> Zombie: removing stale zombie 5000 id=19776
LOG  : General     , 1659409022130> 9,552,628> Zombie: removing stale zombie 5000 id=20051
LOG  : General     , 1659409031564> 9,562,061> Zombie: removing stale zombie 5000 id=19836
LOG  : General     , 1659409044047> 9,574,545> Zombie: removing stale zombie 5000 id=20045
LOG  : General     , 1659409086446> 9,616,944> Zombie: removing stale zombie 5000 id=19750
LOG  : General     , 1659409153943> 9,684,443> 1659409153943 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659409180827> 9,711,327> Zombie: removing stale zombie 5000 id=20062
LOG  : General     , 1659409189443> 9,719,943> 1659409189443 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659409190343> 9,720,843> 1659409190343 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659409193759> 9,724,259> 1659409193759 znet: ZNetFriends::OnPersonaStateChange
LOG  : General     , 1659409194493> 9,724,994> Zombie: removing stale zombie 5000 id=20045
